,first_login_dt,week_year,user_id,habito,habito_dt,activacion,activacion_dt,setup,setup_dt,return,return_dt
810,2022-01-26,4,MLB10634415710,0.0,,0,,1,2022-02-10,1,2022-02-03
811,2022-01-26,4,MLB10519550670,0.0,,0,,0,,0,
812,2022-01-20,3,MLB10602723710,0.0,,0,,1,2022-01-20,0,
813,2022-01-20,3,MLB10604535670,0.0,,1,2022-01-27,1,2022-01-27,1,2022-01-24
814,2022-01-20,3,MLB10598072850,0.0,,0,,0,,1,2022-01-21
815,2022-01-20,3,MLB7979360740,0.0,,0,,0,,0,
816,2022-01-20,3,MLB4264544720,0.0,,0,,0,,1,2022-01-21
817,2022-01-21,3,MLB5943361520,0.0,,0,,0,,0,
818,2022-01-21,3,MLB3537784910,0.0,,0,,0,,1,2022-01-22
819,2022-01-21,3,MLB10126822100,0.0,,0,,0,,1,2022-02-09
820,2022-01-17,3,MLB10584992340,1.0,2022-01-30,1,2022-01-17,1,2022-01-27,1,2022-01-21
821,2022-01-17,3,MLB7549673300,0.0,,1,2022-02-09,1,2022-01-19,1,2022-01-19
822,2022-01-17,3,MLB2683679600,1.0,2022-01-18,1,2022-01-17,1,2022-01-17,1,2022-01-18
823,2022-01-17,3,MLB8218727920,0.0,,1,2022-01-20,1,2022-01-17,1,2022-01-18
824,2022-01-27,4,MLB10642554250,0.0,,0,,0,,1,2022-02-05
825,2022-01-27,4,MLB10642449350,0.0,,1,2022-01-28,1,2022-01-28,1,2022-01-28
826,2022-01-27,4,MLB10641019420,1.0,2022-01-27,1,2022-01-27,1,2022-01-27,1,2022-01-28
827,2022-01-27,4,MLB10642147760,0.0,,1,2022-02-02,1,2022-01-31,1,2022-01-31
828,2022-01-27,4,MLB6664723620,1.0,2022-01-27,1,2022-01-27,1,2022-02-14,1,2022-01-28
829,2022-01-13,2,MLB10564392750,1.0,2022-01-24,1,2022-01-19,1,2022-01-14,1,2022-01-18
830,2022-01-13,2,MLB2197809130,1.0,2022-01-26,1,2022-01-15,0,,1,2022-01-15
831,2022-01-13,2,MLB7684629760,1.0,2022-01-27,1,2022-01-17,1,2022-01-14,1,2022-01-14
832,2022-01-13,2,MLB10561048030,1.0,2022-02-02,1,2022-01-18,1,2022-01-13,1,2022-01-18
833,2022-01-13,2,MLB10561119130,0.0,,0,,0,,1,2022-01-20
834,2022-01-13,2,MLB3401640960,0.0,,0,,0,,0,
835,2022-01-13,2,MLB5313049720,0.0,,0,,0,,1,2022-01-14
836,2022-01-13,2,MLB7516323870,0.0,,0,,0,,0,
837,2022-01-13,2,MLB2864091960,0.0,,0,,0,,1,2022-01-14
838,2022-01-13,2,MLB1558462730,0.0,,1,2022-01-12,0,,0,
839,2022-01-13,2,MLB451139710,0.0,,1,2022-01-13,1,2022-01-13,0,
840,2022-01-13,2,MLB10308936360,0.0,,0,,0,,1,2022-02-10
841,2022-01-13,2,MLB5655851870,0.0,,0,,0,,0,
842,2022-01-13,2,MLB1142721420,0.0,,1,2022-01-13,0,,0,
843,2022-01-03,1,MLB3987837260,0.0,,0,,0,,1,2022-01-09
844,2022-01-03,1,MLB6301256610,0.0,,1,2022-01-20,1,2022-01-03,1,2022-01-10
845,2022-01-03,1,MLB1841853390,0.0,,1,2022-01-10,1,2022-01-03,1,2022-01-04
846,2022-01-03,1,MLB4343344040,0.0,,0,,0,,0,
847,2022-01-03,1,MLB2606454530,0.0,,1,2022-01-03,1,2022-01-03,1,2022-01-04
848,2022-01-03,1,MLB8349503530,1.0,2022-01-08,1,2022-01-04,1,2022-01-04,1,2022-01-04
849,2022-01-30,4,MLB10247263840,0.0,,0,,0,,0,
850,2022-01-30,4,MLB7619386890,0.0,,0,,0,,1,2022-01-31
851,2022-01-30,4,MLB10619766900,1.0,2022-01-31,1,2022-01-30,1,2022-02-14,1,2022-01-31
852,2022-01-30,4,MLB5360046440,0.0,,0,,1,2022-02-06,1,2022-02-03
853,2022-01-07,1,MLB10128545710,0.0,,0,,0,,1,2022-01-10
854,2022-01-07,1,MLB10521787200,0.0,,0,,0,,0,
855,2022-01-07,1,MLB10509495420,0.0,,1,2022-01-12,1,2022-01-12,1,2022-01-10
856,2022-01-07,1,MLB1865471910,0.0,,0,,0,,0,
857,2022-01-07,1,MLB10010599840,0.0,,0,,1,2022-01-07,1,2022-01-08
858,2022-01-07,1,MLB2069268580,0.0,,1,2022-01-04,0,,0,
859,2022-01-01,52,MLB2530137390,0.0,,0,,0,,0,
860,2022-01-16,2,MLB2467761450,0.0,,1,2022-01-17,1,2022-01-17,1,2022-01-17
861,2022-01-09,1,MLB1589285630,0.0,,1,2022-01-18,1,2022-01-16,1,2022-01-10
862,2022-01-23,3,MLB7766210890,0.0,,1,2022-01-23,0,,0,
863,2022-01-23,3,MLB10618554100,0.0,,1,2022-02-01,1,2022-01-29,1,2022-01-24
864,2022-01-23,3,MLB10610875710,0.0,,0,,1,2022-01-23,1,2022-01-24
865,2022-01-23,3,MLB1493993060,0.0,,0,,0,,1,2022-01-24
866,2022-01-23,3,MLB5838816230,0.0,,1,2022-01-23,0,,0,
867,2022-01-02,52,MLB3837569220,1.0,2022-01-03,1,2022-01-02,1,2022-01-02,1,2022-01-03
868,2022-01-02,52,MLB7251007230,0.0,,0,,0,,0,
869,2022-01-02,52,MLB4041636010,0.0,,0,,0,,1,2022-01-03
870,2022-01-02,52,MLB10205330280,0.0,,0,,1,2022-01-02,1,2022-01-04
871,2022-01-02,52,MLB2144542330,0.0,,0,,0,,1,2022-01-03
872,2022-01-24,4,MLB1271608390,0.0,,1,2022-01-24,0,,1,2022-01-31
873,2022-01-24,4,MLB426072160,0.0,,0,,0,,1,2022-01-26
874,2022-01-24,4,MLB10624347890,0.0,,0,,0,,0,
875,2022-01-15,2,MLB10573271090,0.0,,1,2022-01-15,1,2022-01-15,0,
876,2022-01-15,2,MLB10573361750,0.0,,0,,0,,1,2022-01-16
877,2022-01-15,2,MLB815806440,0.0,,1,2022-01-13,0,,1,2022-01-28
878,2022-01-28,4,MLB10514294780,0.0,,0,,0,,1,2022-02-11
879,2022-01-28,4,MLB2421234090,0.0,,0,,1,2022-01-28,1,2022-02-04
880,2022-01-28,4,MLB1999620780,0.0,,1,2022-01-28,0,,1,2022-01-29
881,2022-01-28,4,MLB10648893600,1.0,2022-02-01,1,2022-01-29,1,2022-01-29,1,2022-01-29
882,2022-01-28,4,MLB680070170,0.0,,1,2022-01-28,1,2022-01-28,1,2022-01-29
883,2022-01-04,1,MLB8147542060,0.0,,0,,1,2022-01-04,0,
884,2022-01-04,1,MLB3902942880,0.0,,0,,0,,1,2022-01-10
885,2022-01-05,1,MLB3984625720,0.0,,1,2022-01-05,1,2022-01-05,1,2022-01-06
886,2022-01-05,1,MLB4467229230,0.0,,1,2022-01-06,1,2022-01-05,1,2022-01-06
887,2022-01-22,3,MLB10570745020,0.0,,0,,1,2022-01-22,0,
888,2022-01-22,3,MLB1960957370,0.0,,1,2022-01-22,0,,0,
889,2022-01-22,3,MLB8401997900,0.0,,1,2022-01-25,0,,1,2022-01-25
890,2022-01-12,2,MLB10555485110,1.0,2022-01-13,1,2022-01-13,1,2022-01-12,1,2022-01-13
891,2022-01-12,2,MLB3088032520,1.0,2022-02-05,1,2022-01-14,1,2022-01-14,1,2022-01-14
892,2022-01-12,2,MLB5881165510,0.0,,0,,0,,0,
893,2022-01-12,2,MLB2155279720,0.0,,0,,0,,0,
894,2022-01-12,2,MLB3966117910,0.0,,1,2022-01-21,1,2022-02-08,1,2022-01-13
895,2022-01-12,2,MLB2122615340,0.0,,1,2022-01-02,0,,1,2022-01-13
896,2022-01-08,1,MLB1482868510,0.0,,0,,0,,1,2022-01-12
897,2022-01-08,1,MLB7105454710,0.0,,1,2022-01-20,0,,1,2022-02-05
898,2022-01-08,1,MLB7332744450,0.0,,1,2022-01-07,1,2022-01-08,0,
899,2022-01-25,4,MLB10373051200,0.0,,0,,0,,0,
900,2022-01-25,4,MLB3808604810,0.0,,0,,0,,1,2022-02-06
901,2022-01-25,4,MLB10598714480,0.0,,0,,0,,1,2022-02-07
902,2022-01-25,4,MLB7337441520,0.0,,0,,1,2022-02-19,1,2022-01-26
903,2022-01-25,4,MLB10331348950,0.0,,1,2022-01-31,0,,1,2022-01-28
904,2022-01-06,1,MLB10523324520,0.0,,1,2022-01-06,1,2022-01-06,1,2022-01-09
905,2022-01-06,1,MLB2828096340,0.0,,1,2022-01-06,1,2022-01-06,0,
906,2022-01-06,1,MLB10521722760,0.0,,1,2022-01-24,0,,1,2022-01-14
907,2022-01-06,1,MLB5407711220,1.0,2022-01-11,1,2022-01-06,1,2022-01-06,1,2022-01-07
908,2022-01-06,1,MLB1659094480,0.0,,0,,0,,0,
909,2022-01-06,1,MLB77581550,0.0,,0,,0,,0,
910,2022-01-06,1,MLB10521757090,0.0,,1,2022-01-30,1,2022-01-30,1,2022-01-30
911,2022-01-06,1,MLB3033296390,0.0,,1,2022-01-08,0,,1,2022-01-07
912,2022-01-11,2,MLB6203448170,0.0,,0,,0,,1,2022-02-01
913,2022-01-11,2,MLB4624276370,0.0,,0,,0,,0,
914,2022-01-11,2,MLB1559339930,0.0,,0,,0,,1,2022-01-23
915,2022-01-18,3,MLB10594263420,1.0,2022-02-12,1,2022-02-05,1,2022-01-19,1,2022-01-19
916,2022-01-18,3,MLB4906046430,0.0,,0,,0,,0,
917,2022-01-18,3,MLB10591824150,0.0,,0,,0,,1,2022-01-27
918,2022-01-18,3,MLB10593588300,0.0,,0,,1,2022-01-18,1,2022-01-21
919,2022-01-18,3,MLB1465538830,0.0,,0,,0,,1,2022-01-29
920,2022-01-18,3,MLB3770778130,0.0,,1,2022-01-10,0,,0,
921,2022-01-19,3,MLB7383247150,0.0,,0,,0,,0,
922,2022-01-19,3,MLB7912215780,0.0,,0,,0,,1,2022-01-22
923,2022-01-19,3,MLB10522416120,0.0,,0,,0,,1,2022-01-20
924,2022-01-29,4,MLB1733041360,0.0,,0,,1,2022-01-29,0,
925,2022-01-29,4,MLB10654140780,0.0,,0,,0,,1,2022-01-30
926,2022-01-29,4,MLB97943130,0.0,,0,,0,,0,
927,2022-01-14,2,MLB1536873260,0.0,,0,,0,,1,2022-01-21
928,2022-01-14,2,MLB1640197380,0.0,,0,,0,,0,
929,2022-01-14,2,MLB10127593650,0.0,,0,,0,,0,
930,2022-01-14,2,MLB2109304950,0.0,,0,,0,,1,2022-02-04
931,2022-01-14,2,MLB10571869020,0.0,,0,,0,,0,
932,2022-01-14,2,MLB10482363300,0.0,,1,2022-01-21,1,2022-01-14,1,2022-01-15
933,2022-01-14,2,MLB7686852070,0.0,,1,2022-01-21,0,,0,
934,2022-01-14,2,MLB4843136640,0.0,,0,,0,,1,2022-01-15
935,2022-01-10,2,MLB10522111140,1.0,2022-01-15,1,2022-01-15,1,2022-01-10,1,2022-01-14
936,2022-01-10,2,MLB7983948010,1.0,2022-01-30,1,2022-01-16,1,2022-01-16,1,2022-01-15
937,2022-01-10,2,MLB1532907270,0.0,,1,2022-01-10,0,,1,2022-01-12
938,2022-01-10,2,MLB7973332370,0.0,,0,,1,2022-01-10,1,2022-01-11
939,2022-01-10,2,MLB2567071810,0.0,,0,,0,,1,2022-01-13
940,2022-01-31,5,MLB5889704990,0.0,,0,,0,,0,
941,2022-01-31,5,MLB5441330290,0.0,,0,,0,,1,2022-02-03
942,2022-01-31,5,MLB10660617750,0.0,,1,2022-01-31,0,,0,
943,2022-01-31,5,MLB6723398620,0.0,,0,,0,,0,
944,2022-01-26,4,MLB10636892520,1.0,2022-02-08,1,2022-01-29,1,2022-01-26,1,2022-01-27
945,2022-01-26,4,MLB289180230,0.0,,1,2022-01-28,1,2022-02-14,1,2022-01-28
946,2022-01-26,4,MLB1554310690,0.0,,0,,0,,1,2022-01-27
947,2022-01-26,4,MLB1360039650,0.0,,0,,0,,1,2022-01-30
948,2022-01-20,3,MLB8111924620,0.0,,0,,0,,0,
949,2022-01-21,3,MLB10609284680,1.0,2022-01-27,1,2022-01-22,1,2022-01-21,1,2022-01-22
950,2022-01-21,3,MLB10597669130,1.0,2022-01-28,1,2022-01-21,1,2022-01-21,1,2022-01-22
951,2022-01-21,3,MLB10609729010,1.0,2022-02-06,1,2022-01-24,1,2022-01-21,1,2022-01-22
952,2022-01-21,3,MLB6154547050,0.0,,0,,0,,1,2022-02-05
953,2022-01-21,3,MLB5652569590,0.0,,1,2022-01-21,1,2022-01-22,1,2022-01-22
954,2022-01-21,3,MLB2158334090,0.0,,0,,1,2022-01-22,1,2022-01-22
955,2022-01-21,3,MLB2566934540,0.0,,1,2022-01-21,0,,1,2022-01-22
956,2022-01-21,3,MLB4241615820,0.0,,0,,0,,0,
957,2022-01-21,3,MLB3143431650,0.0,,1,2022-01-20,1,2022-01-21,1,2022-01-24
958,2022-01-17,3,MLB8168132600,1.0,2022-02-03,1,2022-02-03,0,,1,2022-01-25
959,2022-01-17,3,MLB10575764810,1.0,2022-01-22,1,2022-01-18,1,2022-01-17,1,2022-01-18
960,2022-01-17,3,MLB4856524230,0.0,,0,,1,2022-01-21,1,2022-01-18
961,2022-01-17,3,MLB3274572320,0.0,,0,,0,,1,2022-01-19
962,2022-01-27,4,MLB10641923590,0.0,,0,,1,2022-01-27,1,2022-01-28
963,2022-01-27,4,MLB10640700800,0.0,,0,,0,,1,2022-01-28
964,2022-01-27,4,MLB10623008490,0.0,,1,2022-01-27,1,2022-01-27,1,2022-01-28
965,2022-01-27,4,MLB2060644650,0.0,,1,2022-01-26,1,2022-01-27,1,2022-02-04
966,2022-01-27,4,MLB4506362280,1.0,2022-01-31,1,2022-01-28,0,,1,2022-01-28
967,2022-01-27,4,MLB3806429520,0.0,,0,,0,,1,2022-01-30
968,2022-01-13,2,MLB10561424890,1.0,2022-01-14,1,2022-01-13,1,2022-01-13,1,2022-01-14
969,2022-01-13,2,MLB10554636740,1.0,2022-01-25,1,2022-01-13,0,,1,2022-01-18
970,2022-01-13,2,MLB10564404310,0.0,,0,,0,,0,
971,2022-01-13,2,MLB2618165120,0.0,,1,2022-01-25,0,,0,
972,2022-01-03,1,MLB2728963900,0.0,,1,2022-01-04,1,2022-01-03,1,2022-01-04
973,2022-01-03,1,MLB2764921360,0.0,,0,,1,2022-01-03,1,2022-01-16
974,2022-01-03,1,MLB2145394400,0.0,,0,,1,2022-01-03,1,2022-01-05
975,2022-01-03,1,MLB3237743620,0.0,,0,,1,2022-01-27,1,2022-01-07
976,2022-01-03,1,MLB4315848820,0.0,,0,,0,,1,2022-01-30
977,2022-01-03,1,MLB4562296230,0.0,,1,2022-01-03,1,2022-01-03,1,2022-01-04
978,2022-01-03,1,MLB5704199840,0.0,,0,,0,,1,2022-01-05
979,2022-01-30,4,MLB10550544150,0.0,,0,,1,2022-01-31,1,2022-01-31
980,2022-01-30,4,MLB10619922410,0.0,,1,2022-02-19,1,2022-02-01,1,2022-02-01
981,2022-01-30,4,MLB10656296950,0.0,,0,,1,2022-02-03,1,2022-01-31
982,2022-01-30,4,MLB7627733710,0.0,,1,2022-02-02,1,2022-01-30,1,2022-01-31
983,2022-01-30,4,MLB1597133160,0.0,,0,,0,,0,
984,2022-01-30,4,MLB2256665190,0.0,,1,2022-01-30,1,2022-01-30,1,2022-01-31
985,2022-01-07,1,MLB10437735030,1.0,2022-01-16,1,2022-01-09,1,2022-01-07,1,2022-01-08
986,2022-01-07,1,MLB2393311940,0.0,,0,,0,,0,
987,2022-01-07,1,MLB10528515640,0.0,,0,,0,,0,
988,2022-01-07,1,MLB10528712500,0.0,,1,2022-01-07,0,,0,
989,2022-01-07,1,MLB10189039760,0.0,,1,2022-01-07,0,,0,
990,2022-01-07,1,MLB783027830,0.0,,1,2022-01-26,0,,1,2022-01-12
991,2022-01-01,52,MLB7235680360,0.0,,1,2022-01-04,0,,1,2022-01-02
992,2022-01-16,2,MLB2882816660,0.0,,0,,0,,0,
993,2022-01-16,2,MLB10568122330,0.0,,0,,0,,1,2022-02-03
994,2022-01-16,2,MLB10579913890,0.0,,0,,0,,1,2022-01-17
995,2022-01-16,2,MLB10582592440,0.0,,1,2022-01-17,1,2022-01-17,1,2022-01-17
996,2022-01-09,1,MLB10486576200,0.0,,0,,0,,1,2022-01-10
997,2022-01-09,1,MLB914507930,0.0,,0,,0,,0,
998,2022-01-23,3,MLB1647321400,0.0,,1,2022-01-13,0,,1,2022-01-28
999,2022-01-23,3,MLB10612672520,0.0,,0,,0,,0,
1000,2022-01-23,3,MLB10617732800,0.0,,0,,1,2022-01-23,1,2022-01-24
1001,2022-01-23,3,MLB3507434700,0.0,,0,,0,,0,
1002,2022-01-23,3,MLB2391267430,0.0,,0,,0,,1,2022-01-24
1003,2022-01-24,4,MLB2131264370,0.0,,0,,0,,1,2022-02-06
1004,2022-01-24,4,MLB351816120,0.0,,0,,0,,0,
1005,2022-01-24,4,MLB10617326870,0.0,,0,,0,,0,
1006,2022-01-24,4,MLB10621784570,0.0,,0,,0,,0,
1007,2022-01-24,4,MLB10624603150,0.0,,0,,0,,0,
1008,2022-01-24,4,MLB8217697010,0.0,,1,2022-01-27,0,,1,2022-01-26
1009,2022-01-24,4,MLB2640029480,0.0,,0,,0,,0,
1010,2022-01-24,4,MLB3678841980,1.0,2022-01-25,1,2022-01-25,0,,1,2022-01-25
1011,2022-01-15,2,MLB922148770,0.0,,0,,0,,1,2022-01-31
1012,2022-01-15,2,MLB7689914760,0.0,,0,,0,,1,2022-01-20
1013,2022-01-15,2,MLB8352562620,0.0,,1,2022-01-17,0,,1,2022-01-17
1014,2022-01-15,2,MLB10239251680,0.0,,1,2022-01-15,1,2022-01-17,1,2022-01-16
1015,2022-01-28,4,MLB10232561320,0.0,,0,,0,,0,
1016,2022-01-28,4,MLB4305791280,0.0,,1,2022-02-02,1,2022-01-28,1,2022-01-31
1017,2022-01-28,4,MLB516979220,1.0,2022-02-01,1,2022-01-27,1,2022-01-31,1,2022-01-31
1018,2022-01-28,4,MLB10614877750,0.0,,1,2022-01-28,0,,0,
1019,2022-01-28,4,MLB10647858090,1.0,2022-02-01,1,2022-01-28,1,2022-02-01,1,2022-01-29
1020,2022-01-28,4,MLB7624135420,1.0,2022-02-18,1,2022-01-28,1,2022-01-28,1,2022-01-29
1021,2022-01-28,4,MLB4640238380,0.0,,0,,0,,1,2022-01-29
1022,2022-01-04,1,MLB2429035630,0.0,,0,,0,,1,2022-01-14
1023,2022-01-04,1,MLB10505242900,0.0,,1,2022-01-05,1,2022-01-04,1,2022-01-05
1024,2022-01-04,1,MLB8102628880,0.0,,0,,0,,1,2022-01-05
1025,2022-01-04,1,MLB4191230680,0.0,,1,2022-01-04,0,,0,
1026,2022-01-05,1,MLB10518991060,0.0,,1,2022-02-01,1,2022-01-17,1,2022-01-06
1027,2022-01-05,1,MLB10295107140,0.0,,1,2022-02-02,1,2022-01-05,1,2022-01-06
1028,2022-01-05,1,MLB7184556980,0.0,,1,2022-01-28,1,2022-01-23,1,2022-01-06
1029,2022-01-05,1,MLB4585068070,0.0,,0,,0,,0,
1030,2022-01-05,1,MLB4232110400,0.0,,0,,1,2022-01-06,1,2022-01-06
1031,2022-01-22,3,MLB438082290,0.0,,0,,0,,1,2022-02-03
1032,2022-01-22,3,MLB10333783050,0.0,,0,,0,,0,
1033,2022-01-22,3,MLB10614959690,0.0,,0,,0,,1,2022-01-24
1034,2022-01-22,3,MLB10614564720,0.0,,0,,0,,1,2022-01-26
1035,2022-01-22,3,MLB1512113360,0.0,,0,,0,,0,
1036,2022-01-12,2,MLB10556377760,0.0,,0,,0,,0,
1037,2022-01-12,2,MLB2384284940,0.0,,0,,0,,1,2022-01-13
1038,2022-01-12,2,MLB1355408290,0.0,,0,,0,,0,
1039,2022-01-12,2,MLB5764739350,0.0,,1,2022-01-07,1,2022-01-13,1,2022-01-13
1040,2022-01-08,1,MLB767890190,1.0,2022-01-22,1,2022-01-18,1,2022-01-08,1,2022-01-14
1041,2022-01-08,1,MLB10532190630,0.0,,0,,0,,1,2022-01-11
1042,2022-01-08,1,MLB4989814790,0.0,,1,2022-01-08,1,2022-01-08,0,
1043,2022-01-08,1,MLB10533080580,0.0,,1,2022-01-08,1,2022-01-08,1,2022-01-09
1044,2022-01-08,1,MLB2588919240,0.0,,1,2022-01-08,1,2022-01-08,1,2022-01-12
1045,2022-01-25,4,MLB10624213180,0.0,,0,,1,2022-01-25,1,2022-01-26
1046,2022-01-25,4,MLB10632420140,0.0,,0,,0,,1,2022-02-16
1047,2022-01-06,1,MLB4622901490,0.0,,0,,1,2022-01-06,1,2022-01-11
1048,2022-01-06,1,MLB1512205570,0.0,,0,,1,2022-01-06,0,
1049,2022-01-06,1,MLB10525393540,0.0,,0,,0,,0,
1050,2022-01-06,1,MLB10522468580,0.0,,0,,0,,0,
1051,2022-01-06,1,MLB357772000,0.0,,1,2022-01-06,0,,0,
1052,2022-01-06,1,MLB1080718990,0.0,,1,2022-01-06,1,2022-01-06,1,2022-01-12
1053,2022-01-11,2,MLB8261261920,1.0,2022-01-19,1,2022-01-17,1,2022-01-17,1,2022-01-14
1054,2022-01-11,2,MLB10548562690,0.0,,1,2022-01-20,1,2022-01-11,1,2022-01-19
1055,2022-01-11,2,MLB3898731710,0.0,,1,2022-01-13,1,2022-01-11,1,2022-01-13
1056,2022-01-11,2,MLB2251433690,0.0,,1,2022-01-11,1,2022-01-11,1,2022-01-14
1057,2022-01-11,2,MLB10543155710,0.0,,0,,0,,1,2022-01-12
1058,2022-01-18,3,MLB10543798320,0.0,,0,,0,,1,2022-01-19
1059,2022-01-18,3,MLB10589950880,0.0,,0,,1,2022-01-21,1,2022-01-19
1060,2022-01-18,3,MLB5793451000,0.0,,0,,0,,0,
1061,2022-01-18,3,MLB1664897490,0.0,,0,,0,,1,2022-01-24
1062,2022-01-18,3,MLB4007338320,0.0,,1,2022-01-18,1,2022-01-18,0,
1063,2022-01-18,3,MLB2358761190,0.0,,1,2022-01-16,0,,1,2022-01-19
1064,2022-01-18,3,MLB10591904910,0.0,,0,,0,,1,2022-01-21
1065,2022-01-18,3,MLB4521834880,0.0,,1,2022-02-14,1,2022-01-18,1,2022-02-12
1066,2022-01-19,3,MLB4025291600,0.0,,1,2022-01-19,1,2022-01-20,1,2022-01-20
1067,2022-01-19,3,MLB10600653470,0.0,,1,2022-01-22,1,2022-01-21,1,2022-01-21
1068,2022-01-19,3,MLB2000727670,0.0,,0,,0,,1,2022-01-20
1069,2022-01-29,4,MLB5455689000,0.0,,1,2022-02-04,1,2022-02-03,1,2022-02-03
1070,2022-01-29,4,MLB194447400,0.0,,1,2022-01-29,0,,1,2022-01-30
1071,2022-01-14,2,MLB10548293280,1.0,2022-02-12,1,2022-02-02,0,,1,2022-02-02
1072,2022-01-14,2,MLB10569696320,0.0,,1,2022-01-14,0,,0,
1073,2022-01-14,2,MLB2287492220,0.0,,1,2022-01-17,0,,1,2022-01-15
1074,2022-01-14,2,MLB4257979010,0.0,,0,,0,,1,2022-01-26
1075,2022-01-10,2,MLB6662772280,0.0,,0,,0,,1,2022-01-11
1076,2022-01-10,2,MLB6765683080,0.0,,1,2022-01-10,0,,1,2022-01-14
1077,2022-01-10,2,MLB2816693120,0.0,,0,,1,2022-01-10,1,2022-01-15
1078,2022-01-10,2,MLB10544095620,0.0,,1,2022-01-11,0,,1,2022-01-11
1079,2022-01-10,2,MLB8291851620,0.0,,0,,0,,1,2022-01-11
1080,2022-01-10,2,MLB6638648780,0.0,,0,,0,,0,
1081,2022-01-10,2,MLB1785530420,0.0,,1,2022-01-10,1,2022-01-10,0,
1082,2022-01-10,2,MLB10210701970,0.0,,1,2022-01-15,1,2022-01-10,1,2022-01-13
1083,2022-01-31,5,MLB10152253800,0.0,,0,,0,,0,
1084,2022-01-31,5,MLB8123228120,0.0,,0,,0,,0,
1085,2022-01-31,5,MLB7892425460,0.0,,0,,0,,1,2022-02-01
1086,2022-01-31,5,MLB4451149330,0.0,,1,2022-02-08,1,2022-01-31,1,2022-02-03
1087,2022-01-31,5,MLB1313586300,1.0,2022-02-06,1,2022-01-31,0,,1,2022-02-01
1088,2022-01-31,5,MLB10663493830,0.0,,1,2022-01-31,0,,1,2022-02-01
1089,2022-01-31,5,MLB522723450,0.0,,0,,0,,0,
1090,2022-01-26,4,MLB4828629020,1.0,2022-02-23,1,2022-01-26,1,2022-01-26,1,2022-01-29
1091,2022-01-26,4,MLB7151995840,0.0,,0,,0,,0,
1092,2022-01-26,4,MLB6983291300,0.0,,0,,1,2022-01-26,1,2022-01-27
1093,2022-01-26,4,MLB2132541100,0.0,,0,,1,2022-02-18,1,2022-01-27
1094,2022-01-26,4,MLB4161683160,0.0,,1,2022-01-26,1,2022-01-26,0,
1095,2022-01-26,4,MLB1722452300,0.0,,1,2022-01-26,1,2022-02-09,1,2022-01-27
1096,2022-01-20,3,MLB2139403160,0.0,,1,2022-02-11,1,2022-02-11,1,2022-02-11
1097,2022-01-20,3,MLB6660490960,0.0,,0,,0,,0,
1098,2022-01-20,3,MLB4403273800,0.0,,1,2022-01-20,1,2022-02-08,1,2022-01-21
1099,2022-01-21,3,MLB2696437590,0.0,,0,,0,,0,
1100,2022-01-21,3,MLB3406607440,0.0,,0,,0,,0,
1101,2022-01-17,3,MLB10585324220,0.0,,0,,0,,1,2022-01-18
1102,2022-01-17,3,MLB1749398350,0.0,,1,2022-01-26,0,,1,2022-01-26
1103,2022-01-17,3,MLB10573243720,0.0,,0,,0,,0,
1104,2022-01-17,3,MLB2779935720,0.0,,0,,1,2022-01-17,0,
1105,2022-01-17,3,MLB10383296080,0.0,,1,2022-01-25,1,2022-01-17,1,2022-01-18
1106,2022-01-17,3,MLB3251557670,0.0,,0,,0,,1,2022-01-19
1107,2022-01-17,3,MLB5690668990,0.0,,0,,1,2022-01-17,1,2022-01-18
1108,2022-01-17,3,MLB3506032060,0.0,,1,2022-01-18,1,2022-01-17,1,2022-01-18
1109,2022-01-17,3,MLB2475597560,0.0,,1,2022-01-17,0,,1,2022-01-18
1110,2022-01-27,4,MLB10641923710,0.0,,1,2022-01-27,1,2022-01-28,1,2022-01-28
1111,2022-01-27,4,MLB7510691220,0.0,,1,2022-01-28,0,,1,2022-01-28
1112,2022-01-27,4,MLB2728647440,0.0,,1,2022-01-27,0,,0,
1113,2022-01-13,2,MLB10562598730,1.0,2022-01-13,1,2022-01-13,1,2022-01-17,1,2022-01-14
1114,2022-01-13,2,MLB10560340770,1.0,2022-01-26,1,2022-01-13,1,2022-02-05,1,2022-01-14
1115,2022-01-13,2,MLB2162632280,0.0,,1,2022-01-13,0,,1,2022-02-01
1116,2022-01-03,1,MLB10405074360,1.0,2022-01-08,1,2022-01-03,1,2022-01-03,1,2022-01-04
1117,2022-01-03,1,MLB2372184650,0.0,,0,,1,2022-01-03,0,
1118,2022-01-03,1,MLB10504615100,1.0,2022-01-11,1,2022-01-09,1,2022-01-11,1,2022-01-04
1119,2022-01-03,1,MLB10503700060,0.0,,0,,1,2022-01-04,1,2022-01-04
1120,2022-01-03,1,MLB10159782170,0.0,,1,2022-01-04,1,2022-01-03,1,2022-01-04
1121,2022-01-30,4,MLB4278622380,0.0,,1,2022-02-23,0,,1,2022-01-31
1122,2022-01-30,4,MLB485446190,0.0,,1,2022-01-30,0,,1,2022-02-21
1123,2022-01-30,4,MLB4741217540,1.0,2022-02-24,1,2022-01-28,1,2022-01-30,1,2022-02-08
1124,2022-01-07,1,MLB3737153080,1.0,2022-02-04,1,2022-01-14,1,2022-01-14,1,2022-01-12
1125,2022-01-07,1,MLB10527252600,0.0,,0,,1,2022-01-07,0,
1126,2022-01-07,1,MLB10426758230,0.0,,1,2022-01-11,1,2022-01-07,1,2022-01-11
